KOD POCZTOWY;ADRES;MIEJSCOWOŚĆ;WOJEWÓDZTWO;POWIAT
81-769;Al. Wojska Polskiego;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-770;ul. Parkowa od 60 do ostatniego, od 57 do ostatniego;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-771;ul. Grunwaldzka od 50 do ostatniego, od 51 do ostatniego;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-772;ul. Kilińskiego Jana;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-773;ul. Książąt Pomorskich od 1 do 5;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-775;ul. Bitwy pod Płowcami od 2 do 26, od 1 do 25;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-776;ul. Na Wydmach;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-777;ul. Plater Emilii;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-778;ul. Mieszka I od 3 do 3;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-779;ul. Mieszka I od 2 do ostatniego, od 5 do ostatniego;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-780;ul. Kazimierza Wielkiego;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-781;ul. Sobieskiego Jana od 20 do 26, od 25 do 35;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-782;ul. Chopina Fryderyka od 14 do 30, od 13 do 31;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-783;ul. Bolesława Chrobrego od 10 do 34, od 31 do 43;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-784;ul. Generała Fiszera Józefa;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-785;ul. Mieszka I od 1 do 1;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-786;ul. Chopina Fryderyka od 32 do ostatniego, od 33 do ostatniego;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-803;Poczta Sopot 003, Al. Niepodległości 724;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-804;Poczta Sopot 004, Al. Niepodległości 811;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-805;Al. Niepodległości od 778 do 830, od 775 do 791;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-805;ul. Bohaterów Monte Cassino od 2 do 10A, od 1 do 9;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-805;ul. Podjazd;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-806;Poczta Sopot 006, ul. Obodrzyców 1 A;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-806;Skrytki Pocztowe Poczta Sopot 006, ul. Obodrzyców 1 A;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-807;ul. 1 Maja od 2 do 6, od 1 do ostatniego;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-808;ul. 23 Marca od 2 do 14A, od 1 do 9;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-809;ul. Grottgera Artura;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-810;Al. Niepodległości od 832 do 862, od 793 do 861;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-811;ul. Podgórna;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-811;ul. Sienkiewicza Henryka;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-812;ul. Junaków;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-812;ul. Obodrzyców;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-812;ul. Łużycka;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-813;ul. Kaszubska;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-813;ul. Małopolska;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-813;ul. Łowicka;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-814;ul. Tatrzańska;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-814;ul. Wejherowska od 2 do 26, od 1 do 15;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-815;ul. Kraszewskiego Józefa Ignacego;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-816;ul. Wejherowska od 28 do ostatniego, od 17 do ostatniego;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-817;ul. Malczewskiego Jacka;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-818;ul. Chodowieckiego Daniela;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-819;ul. Okrężna od 28 do ostatniego, od 29 do ostatniego;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-820;ul. 23 Marca od 16 do ostatniego, od 11 do ostatniego;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-821;ul. Księżycowa;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-822;ul. Okrężna od 2 do 26, od 1 do 27;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-823;ul. Zacisze;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-824;ul. Armii Krajowej od 88 do ostatniego, od 89 do ostatniego;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-825;ul. Abrahama Antoniego od 2 do 28B, od 1 do 25;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-826;ul. Żeromskiego Stefana;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-826;ul. Herberta Zbigniewa;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-826;ul. Prusa Bolesława;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-826;ul. Tuwima Juliana;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-827;ul. Generała Sikorskiego Władysława;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-828;ul. 1 Maja od 8 do ostatniego;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-829;ul. Moniuszki Stanisława;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-830;ul. Orzeszkowej Elizy;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-831;ul. Generała Andersa Władysława;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-831;ul. Paderewskiego Ignacego;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-832;ul. Mickiewicza Adama od 10 do 30, od 9 do 33;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-833;ul. Abrahama Antoniego od 30 do ostatniego, od 27 do ostatniego;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-833;ul. Struga Andrzeja;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-834;ul. Mickiewicza Adama od 2 do 8, od 1 do 7;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-835;ul. Kolejowa;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-835;ul. Marynarzy;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-836;ul. Krasickiego Ignacego od 1 do ostatniego;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-837;ul. Broniewskiego Władysława od 2 do 8, od 1 do ostatniego;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-838;Al. Niepodległości od 751 do 773;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-839;ul. Poznańska;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-840;Al. Niepodległości od 726 do 750, od 727 do 749;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-841;ul. Broniewskiego Władysława od 10 do ostatniego;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-842;ul. Krótka;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-842;ul. Wybickiego Józefa;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-843;ul. Armii Krajowej od 48 do 66, od 51 do 67;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-844;ul. Armii Krajowej od 68 do 86, od 69 do 87;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-845;ul. Konopnickiej Marii;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-846;ul. Kopernika Mikołaja;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-847;ul. Conrada Józefa;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-847;ul. Reymonta Władysława;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-848;ul. Długosza Jana;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-849;ul. Armii Krajowej od 2 do 22, od 1 do 19;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-850;ul. 3 Maja od 48 do ostatniego, od 57 do ostatniego;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-850;ul. Kochanowskiego Jana;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-851;Al. Niepodległości od 718 do 718;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-852;ul. Kasprowicza Jana;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-853;Al. Niepodległości od 672 do 716, od 720 do 724, od 691 do 725;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-854;Al. Niepodległości od 642 do 670, od 673 do 689;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-855;Al. Niepodległości od 602 do 640, od 649 do 671;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-855;ul. Platanowa;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-855;ul. Rzemieślnicza;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-856;ul. Kasztanowa;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-857;ul. Boczna;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-859;ul. Jana z Kolna od 26 do ostatniego, od 27 do ostatniego;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-860;ul. Pokorniewskiego Tomasza;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-861;Al. Niepodległości od 864 do ostatniego, od 863 do ostatniego;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-862;ul. Kujawska;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-862;ul. Mazowiecka;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-864;ul. Piaskowa;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-865;ul. Słoneczna;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-866;ul. Mickiewicza Adama od 32 do ostatniego, od 35 do ostatniego;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-867;ul. Krasickiego Ignacego od 2 do ostatniego;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-868;Al. Niepodległości od 752 do 776;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-869;ul. Zamenhofa Ludwika;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-870;ul. Armii Krajowej od 24 do 46, od 21 do 49;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-871;ul. Słowackiego Juliusza od 2 do 12, od 1 do 11;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-872;ul. Słowackiego Juliusza od 14 do ostatniego, od 13 do ostatniego;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-873;ul. Wyspiańskiego Stanisława;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-874;ul. Reja Mikołaja;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-875;ul. Leśna Polana;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-876;ul. Leśna;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-877;ul. Smolna;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-877;ul. Świemirowska;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-878;ul. Nadwodna;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-880;ul. Przybyszewskiego Stanisława;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-881;ul. Cieszyńskiego Antoniego;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-881;ul. Kolberga Oskara;Sopot;pomorskie;Miasto Sopot na prawach powiatu
81-912;Poczta Gdynia 012, ul. Waszyngtona 44;Gdynia;pomorskie;Miasto Gdynia na prawach powiatu
81-919;Poczta Gdynia 019, ul. Lipowa 24;Gdynia;pomorskie;Miasto Gdynia na prawach powiatu
81-963;Skrytki Pocztowe Poczta Gdynia 001, ul. 10 Lutego 10;Gdynia;pomorskie;Miasto Gdynia na prawach powiatu
81-969;Skrytki Pocztowe Poczta Gdynia 002, Pl. Konstytucji 2;Gdynia;pomorskie;Miasto Gdynia na prawach powiatu
81-980;Instytucja ZUS oddział Gdynia, ul. Władysława IV 24;Gdynia;pomorskie;Miasto Gdynia na prawach powiatu
82-100;Poczta Nowy Dwór Gdański;Nowy Dwór Gdański;pomorskie;Powiat nowodworski
82-103;Poczta Stegna;Stegna;pomorskie;Powiat nowodworski
82-104;Poczta Kąty Rybackie agencja pocztowa UP Sztutowo;Kąty Rybackie;pomorskie;Powiat nowodworski
82-107;Poczta Jantar (sezon);Jantar;pomorskie;Powiat nowodworski
82-110;Poczta Sztutowo;Sztutowo;pomorskie;Powiat nowodworski
82-112;Poczta Filia UP Nowy Dwór Gdański;Ostaszewo;pomorskie;Powiat nowodworski
82-113;Poczta Oddział UP Stegna;Drewnica;pomorskie;Powiat nowodworski
82-120;Poczta Krynica Morska;Krynica Morska;pomorskie;Powiat nowodworski
82-200;Poczta Malbork 001, ul. 17 Marca 38;Malbork;pomorskie;Powiat malborski
82-200;Skrytki Pocztowe Poczta Malbork 001, ul. 17 Marca 38;Malbork;pomorskie;Powiat malborski
82-201;Poczta Malbork 003, ul. Grota Roweckiego 13;Malbork;pomorskie;Powiat malborski
82-202;Poczta Filia UP Malbork 001, ul. Ceglana 10;Malbork;pomorskie;Powiat malborski
82-203;Poczta Filia UP Malbork 001, ul. 17 Marca 20;Malbork;pomorskie;Powiat malborski
82-204;Poczta Malbork 006, ul. Konopnickiej 69/1;Malbork;pomorskie;Powiat malborski
82-205;Poczta Filia UP Malbork 001, ul. Starościńska 4;Malbork;pomorskie;Powiat malborski
82-210;Poczta Malbork 002, ul. Dworcowa 21;Malbork;pomorskie;Powiat malborski
82-210;Skrytki Pocztowe Poczta Malbork 002, ul. Dworcowa 21;Malbork;pomorskie;Powiat malborski
82-213;Poczta Filia UP Malbork 1;Miłoradz;pomorskie;Powiat malborski
82-220;Poczta Stare Pole;Stare Pole;pomorskie;Powiat malborski
82-224;Poczta Lichnowy koło Gdańska;Lichnowy;pomorskie;Powiat malborski
82-230;Poczta Nowy Staw;Nowy Staw;pomorskie;Powiat malborski
82-300;Instytucja Rejonowy Urząd Poczty w Elblągu, Pl. Słowiański 1/3;Elbląg;warmińsko-mazurskie;Miasto Elbląg na prawach powiatu
82-300;Poczta Elbląg 001, Pl. Słowiański 1/3;Elbląg;warmińsko-mazurskie;Miasto Elbląg na prawach powiatu
82-300;Skrytki Pocztowe Poczta Elbląg 001, Pl. Słowiański 1/3;Elbląg;warmińsko-mazurskie;Miasto Elbląg na prawach powiatu
82-301;Poczta Filia UP Elbląg 001, ul. Lubraniecka 32;Elbląg;warmińsko-mazurskie;Miasto Elbląg na prawach powiatu
82-302;Poczta Elbląg 004, ul. Kajki 1;Elbląg;warmińsko-mazurskie;Miasto Elbląg na prawach powiatu
82-303;Poczta Oddział UP Elbląg 002, ul. Grunwaldzka 237;Elbląg;warmińsko-mazurskie;Miasto Elbląg na prawach powiatu
82-305;Poczta Elbląg 007, ul. Polna 18;Elbląg;warmińsko-mazurskie;Miasto Elbląg na prawach powiatu
82-305;Skrytki Pocztowe Poczta Elbląg 007, ul. Polna 18;Elbląg;warmińsko-mazurskie;Miasto Elbląg na prawach powiatu
82-306;Poczta Oddział UP Elbląg 002, ul. Kielecka 10;Elbląg;warmińsko-mazurskie;Miasto Elbląg na prawach powiatu
82-307;Poczta Elbląg 009, ul. Saperów 34;Elbląg;warmińsko-mazurskie;Miasto Elbląg na prawach powiatu
82-308;Poczta Elbląg 010, ul. Nowowiejska;Elbląg;warmińsko-mazurskie;Miasto Elbląg na prawach powiatu
82-309;Poczta Filia UP Elbląg 001, ul. Modlińska 6;Elbląg;warmińsko-mazurskie;Miasto Elbląg na prawach powiatu
82-310;Poczta Elbląg 002, Pl. Dworcowy 2;Elbląg;warmińsko-mazurskie;Miasto Elbląg na prawach powiatu
82-310;Skrytki Pocztowe Poczta Elbląg 002, Pl. Dworcowy 2;Elbląg;warmińsko-mazurskie;Miasto Elbląg na prawach powiatu
82-311;Poczta Elbląg 012, ul. Kosynierów Gdyńskich 51/53;Elbląg;warmińsko-mazurskie;Miasto Elbląg na prawach powiatu
82-311;Skrytki Pocztowe Poczta Elbląg 012, ul. Kosynierów Gdyńskich 51/53;Elbląg;warmińsko-mazurskie;Miasto Elbląg na prawach powiatu
82-312;Poczta Elbląg 013, ul. Odrodzenia 10;Elbląg;warmińsko-mazurskie;Miasto Elbląg na prawach powiatu
82-312;Skrytki Pocztowe Poczta Elbląg 013, ul. Odrodzenia 10;Elbląg;warmińsko-mazurskie;Miasto Elbląg na prawach powiatu
82-313;Poczta Filia UP Elbląg 001, ul. Diamentowa 6;Elbląg;warmińsko-mazurskie;Miasto Elbląg na prawach powiatu
82-314;Poczta Elbląg 015, ul. Ogólna 55;Elbląg;warmińsko-mazurskie;Miasto Elbląg na prawach powiatu
82-314;Skrytki Pocztowe Poczta Elbląg 015, ul. Ogólna 55;Elbląg;warmińsko-mazurskie;Miasto Elbląg na prawach powiatu
82-315;Poczta Elbląg 016, ul. Chełmońskiego 8;Elbląg;warmińsko-mazurskie;Miasto Elbląg na prawach powiatu
82-316;Poczta Filia UP Elbląg 2;Milejewo;warmińsko-mazurskie;Powiat elbląski
82-317;Poczta Elbląg 017, ul. Fromborska 27 a;Elbląg;warmińsko-mazurskie;Miasto Elbląg na prawach powiatu
82-325;Poczta Filia UP Elbląg 1;Markusy;warmińsko-mazurskie;Powiat elbląski
82-331;Poczta Filia UP Elbląg 2;Jegłownik;warmińsko-mazurskie;Powiat elbląski
82-335;Poczta Filia UP Elbląg 1;Gronowo;warmińsko-mazurskie;Powiat elbląski
82-340;Poczta Tolkmicko;Tolkmicko;warmińsko-mazurskie;Powiat elbląski
82-400;Poczta Sztum;Sztum;pomorskie;Powiat sztumski
82-410;Poczta Stary Targ;Stary Targ;pomorskie;Powiat sztumski
82-420;Poczta Ryjewo;Ryjewo;pomorskie;Powiat kwidzyński
82-433;Poczta Mikołajki Pomorskie;Mikołajki Pomorskie;pomorskie;Powiat sztumski
82-440;Poczta Dzierzgoń;Dzierzgoń;pomorskie;Powiat sztumski
82-450;Poczta Stary Dzierzgoń;Stary Dzierzgoń;pomorskie;Powiat sztumski
82-500;Poczta Kwidzyn 001, ul. Braterstwa Narodów 50;Kwidzyn;pomorskie;Powiat kwidzyński
82-500;Skrytki Pocztowe Poczta Kwidzyn 001, ul. Braterstwa Narodów 50;Kwidzyn;pomorskie;Powiat kwidzyński
82-501;Poczta Kwidzyn 003, ul. Grudziądzka 30;Kwidzyn;pomorskie;Powiat kwidzyński
82-502;Poczta Kwidzyn 004, ul. Kasprowicza 20 C;Kwidzyn;pomorskie;Powiat kwidzyński
82-503;Poczta Kwidzyn 005, ul. Mickiewicza 48;Kwidzyn;pomorskie;Powiat kwidzyński
82-504;Poczta Filia UP Kwidzyn 001, ul. Lotnicza 1;Kwidzyn;pomorskie;Powiat kwidzyński
82-505;Poczta Kwidzyn 007, ul. Sokola 7 A;Kwidzyn;pomorskie;Powiat kwidzyński
82-520;Poczta Gardeja;Gardeja;pomorskie;Powiat kwidzyński
82-522;Poczta Sadlinki;Sadlinki;pomorskie;Powiat kwidzyński
82-550;Poczta Prabuty 001, ul. Warszawska 1;Prabuty;pomorskie;Powiat kwidzyński
82-550;Skrytki Pocztowe Poczta Prabuty 001, ul. Warszawska 1;Prabuty;pomorskie;Powiat kwidzyński
83-000;Poczta Pruszcz Gdański 001, ul. Chopina 1;Pruszcz Gdański;pomorskie;Powiat gdański
83-000;Skrytki Pocztowe Poczta Pruszcz Gdański 001, ul. Chopina 1;Pruszcz Gdański;pomorskie;Powiat gdański
83-004;Poczta Pruszcz Gdański 004, ul. Paderewskiego 3 A;Pruszcz Gdański;pomorskie;Powiat gdański
83-004;Skrytki Pocztowe Poczta Pruszcz Gdański 004, ul. Paderewskiego 3 A;Pruszcz Gdański;pomorskie;Powiat gdański
83-005;Poczta Pruszcz Gdański 005, ul. Obrońców Pokoju 5;Pruszcz Gdański;pomorskie;Powiat gdański
83-010;Poczta Straszyn;Straszyn;pomorskie;Powiat gdański
83-011;Poczta Wiślinka;Wiślinka;pomorskie;Powiat gdański
83-020;Poczta Cedry Wielkie;Cedry Wielkie;pomorskie;Powiat gdański
83-021;Poczta Filia UP Pruszcz Gdański 004;Wiślina;pomorskie;Powiat gdański
83-022;Poczta Suchy Dąb;Suchy Dąb;pomorskie;Powiat gdański
83-031;Poczta UP Pruszcz Gdański 001;Łęgowo;pomorskie;Powiat gdański
83-032;Poczta Pszczółki;Pszczółki;pomorskie;Powiat gdański
83-033;Poczta Filia UP Trąbki Wielkie;Sobowidz;pomorskie;Powiat gdański
83-034;Poczta Trąbki Wielkie;Trąbki Wielkie;pomorskie;Powiat gdański
83-041;Poczta Mierzeszyn;Mierzeszyn;pomorskie;Powiat gdański
83-042;Poczta Ełganowo;Ełganowo;pomorskie;Powiat gdański
83-047;Poczta Przywidz;Przywidz;pomorskie;Powiat gdański
83-050;Poczta Kolbudy;Kolbudy;pomorskie;Powiat gdański
83-100;Poczta Tczew 001, ul. Dąbrowskiego 7/8;Tczew;pomorskie;Powiat tczewski
83-100;Skrytki Pocztowe Poczta Tczew 001, ul. Dąbrowskiego 7/8;Tczew;pomorskie;Powiat tczewski
83-101;Poczta Tczew 003, ul. Armii Krajowej 17;Tczew;pomorskie;Powiat tczewski
83-102;Poczta Tczew 004, ul. Czyżykowska 67;Tczew;pomorskie;Powiat tczewski
83-110;Poczta Tczew 002, ul. Pomorska 19;Tczew;pomorskie;Powiat tczewski
83-110;Skrytki Pocztowe Poczta Tczew 002, ul. Pomorska 19;Tczew;pomorskie;Powiat tczewski
83-112;Poczta Agencja UP Tczew 001;Lubiszewo Tczewskie;pomorskie;Powiat tczewski
83-115;Poczta Filia UP Tczew 001;Swarożyn;pomorskie;Powiat tczewski
83-120;Poczta Subkowy;Subkowy;pomorskie;Powiat tczewski
83-121;Poczta Filia UP Pelplin;Rudno;pomorskie;Powiat tczewski
83-130;Poczta Pelplin;Pelplin;pomorskie;Powiat tczewski
83-132;Poczta Morzeszczyn;Morzeszczyn;pomorskie;Powiat tczewski
83-133;Poczta Gąsiorki;Gąsiorki;pomorskie;Powiat tczewski
83-135;Poczta Agencja pocztowa Gniew;Mała Karczma;pomorskie;Powiat tczewski
83-136;Poczta Agencja pocztowa Gniew;Opalenie;pomorskie;Powiat tczewski
83-140;Poczta Gniew;Gniew;pomorskie;Powiat tczewski
83-200;Poczta Starogard Gdański 001, ul. Generała Hallera 17;Starogard Gdański;pomorskie;Powiat starogardzki
83-200;Skrytki Pocztowe Poczta Starogard Gdański 001, ul. Generała Hallera 17;Starogard Gdański;pomorskie;Powiat starogardzki
83-201;Poczta Starogard Gdański 003, ul. Juranda ze Spychowa 6;Starogard Gdański;pomorskie;Powiat starogardzki
83-202;Poczta Starogard Gdański 004, ul. Kopernika 22 B;Starogard Gdański;pomorskie;Powiat starogardzki
83-202;Skrytki Pocztowe Poczta Starogard Gdański 004, ul. Kopernika 22 B;Starogard Gdański;pomorskie;Powiat starogardzki
83-203;Poczta Starogard Gdański 005, ul. Pomorska 9;Starogard Gdański;pomorskie;Powiat starogardzki
83-206;Poczta Filia UP Zblewo;Kleszczewo Kościerskie;pomorskie;Powiat starogardzki
83-207;Poczta Filia UP Starogard Gdański 001;Kokoszkowy;pomorskie;Powiat starogardzki
83-209;Poczta Agencja UP Skarszewy;Godziszewo;pomorskie;Powiat starogardzki
83-210;Poczta Zblewo;Zblewo;pomorskie;Powiat starogardzki
83-211;Poczta Filia UP Starogard Gdański 001;Jabłowo;pomorskie;Powiat starogardzki
83-212;Poczta Bobowo koło Starogardu;Bobowo;pomorskie;Powiat starogardzki
83-220;Poczta Skórcz;Skórcz;pomorskie;Powiat starogardzki
83-221;Poczta Osiek koło Skórcza;Osiek;pomorskie;Powiat starogardzki
83-224;Poczta Borzechowo;Borzechowo;pomorskie;Powiat starogardzki
83-230;Poczta Smętowo Graniczne;Smętowo Graniczne;pomorskie;Powiat starogardzki
83-236;Poczta Filia UP Skarszewy;Pogódki;pomorskie;Powiat starogardzki
83-240;Poczta Lubichowo;Lubichowo;pomorskie;Powiat starogardzki
83-242;Poczta Osieczna koło Czerska;Osieczna;pomorskie;Powiat starogardzki
83-243;Poczta Agencja pocztowa Osieczna;Szlachta;pomorskie;Powiat starogardzki
83-250;Poczta Skarszewy;Skarszewy;pomorskie;Powiat starogardzki
83-251;Poczta Pinczyn agencja pocztowa Zblewo;Pinczyn;pomorskie;Powiat starogardzki
83-260;Poczta Kaliska;Kaliska;pomorskie;Powiat starogardzki
83-262;Poczta Czarna Woda;Czarna Woda;pomorskie;Powiat starogardzki
83-300;Poczta Kartuzy 001, ul. Parkowa 2;Kartuzy;pomorskie;Powiat kartuski
83-300;Skrytki Pocztowe Poczta Kartuzy 001, ul. Parkowa 2;Kartuzy;pomorskie;Powiat kartuski
83-301;Poczta Kartuzy 003, Osiedle Wybickiego 3 A;Kartuzy;pomorskie;Powiat kartuski
83-301;Skrytki Pocztowe Poczta Kartuzy 003, Osiedle Wybickiego 3 A;Kartuzy;pomorskie;Powiat kartuski
83-304;Poczta Przodkowo;Przodkowo;pomorskie;Powiat kartuski
83-307;Poczta Filia UP Somonino;Kiełpino;pomorskie;Powiat kartuski
83-312;Poczta Hopowo;Hopowo;pomorskie;Powiat kartuski
83-314;Poczta Somonino;Somonino;pomorskie;Powiat kartuski
83-315;Poczta Szymbark koło Kartuz;Szymbark;pomorskie;Powiat kartuski
83-316;Poczta Filia UP Stężyca Szlachecka;Gołubie;pomorskie;Powiat kartuski
83-320;Poczta Sulęczyno;Sulęczyno;pomorskie;Powiat kartuski
83-322;Poczta Stężyca Szlachecka;Stężyca;pomorskie;Powiat kartuski
83-323;Poczta Kamienica Szlachecka;Kamienica Szlachecka;pomorskie;Powiat kartuski
83-324;Poczta Filia UP Kartuzy 1;Brodnica Górna;pomorskie;Powiat kartuski
83-328;Poczta Agencja UP Chmielno;Sianowo;pomorskie;Powiat kartuski
83-330;Poczta Żukowo koło Kartuz;Żukowo;pomorskie;Powiat kartuski
83-331;Poczta Filia UP Żukowo koło Kartuz;Przyjaźń;pomorskie;Powiat kartuski
83-332;Poczta Filia UP Kartuzy 1;Dzierżążno;pomorskie;Powiat kartuski
83-333;Poczta Chmielno;Chmielno;pomorskie;Powiat kartuski
83-334;Poczta Miechucino;Miechucino;pomorskie;Powiat kartuski
83-340;Poczta Sierakowice;Sierakowice;pomorskie;Powiat kartuski
83-341;Poczta Filia UP Sierakowice;Gowidlino;pomorskie;Powiat kartuski
83-400;Poczta Kościerzyna 001, ul. 3 Maja 3;Kościerzyna;pomorskie;Powiat kościerski
83-400;Skrytki Pocztowe Poczta Kościerzyna 001, ul. 3 Maja 3;Kościerzyna;pomorskie;Powiat kościerski
83-401;Poczta Kościerzyna 003, ul. Staszica 7;Kościerzyna;pomorskie;Powiat kościerski
83-403;Poczta Filia UP Nowa Karczma;Grabowo Kościerskie;pomorskie;Powiat kościerski
83-404;Poczta Nowa Karczma;Nowa Karczma;pomorskie;Powiat kościerski
83-406;Poczta Filia UP Kościerzyna 1;Wąglikowice;pomorskie;Powiat kościerski
83-407;Poczta Filia UP Kościerzyna 1;Łubiana;pomorskie;Powiat kościerski
83-408;Poczta Filia UP Kościerzyna 1;Wdzydze;pomorskie;Powiat kościerski
