KOD POCZTOWY;ADRES;MIEJSCOWOŚĆ;WOJEWÓDZTWO;POWIAT
00-234;ul. Koźla od 1 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-235;ul. Nowiniarska;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-236;ul. Świętojerska od 2 do 14, od 1 do 11;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-237;ul. Barokowa;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-238;ul. Długa od 2 do 42, od 9 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-240;Al. Solidarności od 58 do 70;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-241;ul. Długa od 44 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-242;ul. Bohaterów Getta;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-243;Al. Generała Andersa Władysława od 2 do 4;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-244;ul. Hipoteczna od 6 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-245;ul. Kapucyńska;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-246;ul. Miodowa od 14 do ostatniego, od 9 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-248;ul. Schillera Leona;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-249;ul. Kapitulna od 2 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-251;ul. Miodowa od 6 do 12, od 5 do 7;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-252;ul. Podwale od 2 do 24, od 1 do 19;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-253;ul. Kapitulna od 1 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-254;ul. Rycerska;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-255;ul. Szeroki Dunaj;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-256;ul. Wąski Dunaj od 2 do ostatniego, od 5 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-257;ul. Kilińskiego Jana;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-258;ul. Brzozowa od 1 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-259;ul. Boleść;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-260;ul. Mostowa od 2 do 30, od 34 do ostatniego, od 1 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-260;ul. Nowomiejska od 21 do 21;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-261;ul. Podwale od 26 do ostatniego, od 21 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-262;ul. Celna od 1 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-263;ul. Długa od 1 do 7;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-264;ul. Piekarska;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-265;ul. Piwna;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-266;ul. Świętojańska od 1 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-267;Pl. Zamkowy od 1 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-268;ul. Wąski Dunaj od 1 do 3;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-270;ul. Krzywe Koło;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-271;ul. Nowomiejska od 2 do ostatniego, od 1 do 19, od 23 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-272;ul. Rynek Starego Miasta;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-273;Poczta Warszawa 040, ul. Rynek Starego Miasta 15;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-274;ul. Zapiecek;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-275;ul. Kamienne Schodki;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-277;Pl. Zamkowy od 2 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-278;ul. Kanonia;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-279;ul. Dziekania;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-280;ul. Skwer I Dywizji Pancernej;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-280;ul. Wybrzeże Gdańskie;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-281;ul. Jezuicka;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-282;ul. Dawna;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-283;ul. Steinkellera Piotra Antoniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-284;ul. Wodna;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-285;ul. Bugaj;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-286;ul. Brzozowa od 2 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-287;ul. Celna od 2 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-288;ul. Świętojańska od 2 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-301;ul. Nowy Zjazd;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-302;ul. Mariensztat;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-303;ul. Boczna;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-304;ul. Białoskórnicza;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-305;ul. Dobra od 92 do ostatniego, od 89 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-306;ul. Garbarska;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-307;ul. Krzywopoboczna;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-308;ul. Grodzka;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-309;ul. Źródłowa;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-310;ul. Bednarska od 2 do 14, od 1 do 11;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-311;ul. Browarna od 6 do ostatniego, od 1 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-312;ul. Dobra od 42 do 90, od 49 do 87;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-313;ul. Furmańska;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-314;ul. Gęsta;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-315;ul. Karowa od 2 do 12, od 1 do 29;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-316;ul. Lipowa;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-317;ul. Wiślana;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-318;ul. Sowia;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-321;ul. Bednarska od 16 do ostatniego, od 13 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-322;ul. Krakowskie Przedmieście od 52 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-324;ul. Karowa od 14 do ostatniego, od 31 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-325;ul. Krakowskie Przedmieście od 6 do 50;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-327;Pl. Osterwy Juliusza;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-327;ul. Karasia Kazimierza;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-328;ul. Kopernika Mikołaja od 36 do ostatniego, od 27 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-330;ul. Nowy Świat od 70 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-331;ul. Sewerynów;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-332;ul. Oboźna od 2 do ostatniego, od 5 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-333;ul. Krakowskie Przedmieście od 2 do 4;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-334;Al. Na Skarpie od 38 do ostatniego, od 39 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-335;ul. Konopczyńskiego Emiliana;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-336;ul. Kopernika Mikołaja od 22 do 34;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-337;ul. Bartoszewicza Juliana;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-338;ul. Browarna od 2 do 4;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-339;ul. Leszczyńska;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-340;ul. Oboźna od 1 do 3;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-341;ul. Radna;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-342;ul. Topiel od 8 do ostatniego, od 9 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-343;Poczta Warszawa 030, ul. Dobra 18/20;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-344;ul. Dobra od 26 do 40, od 27 do 47;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-345;ul. Drewniana;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-346;ul. Elektryczna;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-347;ul. Wybrzeże Kościuszkowskie od 39 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-348;ul. Smulikowskiego Juliana od 16 do ostatniego, od 9 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-349;ul. Tamka od 2 do 24, od 1 do 7;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-350;ul. Topiel od 2 do 6, od 1 do 7;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-351;ul. Zajęcza od 2 do 18, od 24 do ostatniego, od 1 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-353;ul. Cicha;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-354;ul. Dynasy;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-355;ul. Tamka od 26 do ostatniego, od 25 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-356;ul. Zajęcza od 20 do 22;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-357;ul. Nowy Świat od 60 do 68;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-358;ul. Ordynacka od 10 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-359;ul. Kopernika Mikołaja od 11 do 25;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-360;ul. Świętokrzyska od 2 do 8, od 1 do 3;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-362;ul. Gałczyńskiego Konstantego Ildefonsa;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-362;ul. Przybosia Juliana;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-363;ul. Nowy Świat od 34 do 58;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-364;ul. Ordynacka od 9 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-365;Poczta Warszawa 037, ul. Ordynacka 15;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-366;ul. Foksal od 2 do 14, od 1 do 7;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-367;ul. Kopernika Mikołaja od 2 do 20, od 1 do 9;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-368;ul. Okólnik;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-369;ul. Ordynacka od 2 do 8, od 1 do 7;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-370;ul. Krywulta Aleksandra;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-370;ul. Szczygla;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-372;ul. Foksal od 16 do ostatniego, od 9 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-373;ul. Nowy Świat od 16 do 32;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-373;ul. Rondo Generała De Gaulle`a Charlesa;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-374;ul. Aleje Jerozolimskie od 2 do 24;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-375;ul. Smolna;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-377;ul. Czerwonego Krzyża;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-378;ul. Jaracza Stefana;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-379;ul. Wybrzeże Kościuszkowskie od 27 do 37;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-380;ul. Kruczkowskiego Leona od 8 do 12, od 3 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-381;Al. 3 Maja od 14 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-382;ul. Solec od 46 do ostatniego, od 81 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-384;ul. Dobra od 1 do 25;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-385;ul. Tamka od 9 do 23;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-386;ul. Kruczkowskiego Leona od 14 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-388;ul. Dobra od 2 do 24;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-389;ul. Smulikowskiego Juliana od 2 do 14, od 1 do 7;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-390;ul. Wybrzeże Kościuszkowskie od 2 do ostatniego, od 1 do 25;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-391;Al. 3 Maja od 2 do 12;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-392;ul. Świętego Salezego Franciszka;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-393;ul. Potockiego Ignacego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-394;ul. Solec od 32 do 44;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-400;Poczta Warszawa 132, ul. Nowy Świat 6/12;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-400;Skrytki Pocztowe Poczta Warszawa 132, ul. Nowy Świat 6/12;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-401;Al. 3 Maja od 1 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-402;ul. Solec od 67 do 79;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-403;ul. Solec od 24 do 30A;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-404;Poczta Warszawa 018, ul. Ludna 4;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-405;ul. Ludna od 1 do 7;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-406;ul. Ludna od 2 do 8;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-407;ul. Okrąg od 6 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-408;ul. Przystaniowa;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-409;ul. Solec od 61A do 65;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-410;ul. Solec od 18 do 22;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-411;ul. Wioślarska;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-412;ul. Kruczkowskiego Leona od 2 do 6, od 1 do 1;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-413;ul. Ludna od 9 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-414;ul. Ludna od 10 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-414;ul. Orłowicza Mieczysława;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-415;ul. Okrąg od 1 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-416;ul. Czerniakowska od 219 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-417;ul. Czerniakowska od 182 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-418;ul. Książęca od 1 do 7;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-419;ul. Rozbrat od 42 do ostatniego, od 1 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-420;ul. Szara;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-421;ul. Czerniakowska od 180 do 180;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-422;"ul. Al. Zgrupowania AK ""Kryska""";Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-422;ul. Wilanowska;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-423;ul. Okrąg od 2 do 4;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-424;ul. Solec od 39 do 61;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-425;ul. Solec od 14 do 16;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-427;ul. Dmochowskiego Franciszka Ksawerego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-428;ul. Miechowska;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-429;ul. Rozbrat od 26 do 40;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-430;ul. Śniegockiej Cecylii;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-431;ul. Koźmińska od 21 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-432;ul. Górnośląska od 8 do 16, od 25 do 43;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-433;ul. Profesorska;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-434;ul. Hoene-Wrońskiego Józefa Marii od nr 2 do ostatniego, od nr 3 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-435;ul. Koźmińska od 2 do ostatniego, od 9 do 19;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-436;ul. Czerniakowska od 179 do 217;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-438;ul. Solec od 21 do 37;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-439;ul. Solec od 8 do 12;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-440;ul. Czerniakowska od 162 do 178;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-441;ul. Zagórna;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-442;ul. Idźkowskiego Adama;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-443;ul. Górnośląska od 1 do 21;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-444;ul. Górnośląska od 2 do 6;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-446;ul. Fabryczna;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-447;ul. Górnośląska od 23 do 23;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-447;ul. Rozbrat od 16 do 24;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-448;ul. Koźmińska od 3 do 7;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-449;ul. Łazienkowska;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-450;ul. Przemysłowa;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-451;ul. Rozbrat od 2 do 14;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-452;ul. Koźmińska od 1 do 1B;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-453;ul. Czerniakowska od 139 do 177;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-454;ul. Czerniakowska od 92 do 160;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-455;ul. Solec od 2 do 6;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-456;ul. Solec od 1 do 19;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-457;ul. Jezierskiego Franciszka Salezego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-458;ul. Górnośląska od 45 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-459;ul. Hoene-Wrońskiego Józefa Marii nr 1;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-459;ul. Myśliwiecka;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-460;Al. Szpitala Ujazdowskiego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-460;ul. Agrykola;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-460;"ul. Skwer Kisielewskiego Stefana ""Kisiela""";Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-461;ul. Aleje Ujazdowskie od 6 do 6;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-462;ul. Kusocińskiego Janusza;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-463;ul. Podchorążych od 32 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-464;ul. Szwoleżerów;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-465;ul. 29 Listopada;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-466;ul. Nowosielecka od 2 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-466;ul. Suligowskiego Adolfa;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-467;ul. Dragonów;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-467;ul. Jazdów;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-468;ul. Kawalerii;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-468;ul. Zaruskiego Mariusza;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-477;ul. Piękna od 10 do 10, od 1 do 1A;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-478;ul. Aleje Ujazdowskie od 2 do 4, od 8 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-479;ul. Wiejska od 21 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-480;ul. Wiejska od 1 do 19;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-481;ul. Matejki Jana;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-482;ul. Lennona Johna;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-482;ul. Piękna od 2 do 8;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-483;ul. Frascati od 2 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-484;ul. Górnośląska od 18 do ostatniego;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
00-485;ul. Maszyńskiego Piotra;Warszawa;mazowieckie;Miasto Warszawa na prawach powiatu
